"","intensity","load"
"2160",14657.640625,3
"2161",13149.5361328125,3
"2162",12532.2744140625,4
"2163",14124.9296875,2
"2164",11915.2939453125,0
"2165",13932.5151367188,0
"2166",10662.697265625,0
"2167",15284.458984375,4
"2168",13672.6025390625,1
"2169",15120.5166015625,0
"2170",13594.181640625,0
"2171",15790.7690429688,0
"2172",15454.814453125,2
"2173",9111.55419921875,0
"2174",15516,4
"2175",11844.3037109375,0
"2176",13290.6669921875,4
"2177",15540.9462890625,0
"2178",14971.2592773438,0
"2179",14170.07421875,0
"2180",13476.5712890625,0
"2181",11163.7333984375,0
"2182",13149.4052734375,0
"2183",13035.9892578125,0
"2184",14488.1376953125,0
"2185",15715.5556640625,3
"2186",15734.9643554688,0
"2187",13996.2958984375,4
"2188",15003.4287109375,4
"2189",14279.6796875,2
"2190",11016.904296875,4
"2191",14292.984375,0
"2192",10837.8618164062,0
"2193",15442.4892578125,4
"2194",12531.8198242188,0
"2195",15172.0083007812,4
"2196",14712.7548828125,3
"2197",13530.794921875,3
"2198",12756,0
"2199",14596.3388671875,4
"2200",14795.0341796875,0
"2201",14992,4
"2202",12734,0
"2203",15445.3330078125,2
"2204",14694.1884765625,1
"2205",14389.3330078125,0
"2206",14373.3330078125,2
"2207",15589.6474609375,0
"2208",14661.0341796875,0
"2209",13145.4453125,4
"2210",14447.0087890625,0
"2211",14775.3515625,0
"2212",11942.3291015625,1
"2213",11946.2915039062,0
"2214",13458.2861328125,0
"2215",15550.8359375,4
"2216",9398.857421875,1
"2217",15861.4350585938,4
"2218",14465.96875,0
"2219",12556.4614257812,4
"2220",14056.7275390625,0
"2221",14104.9755859375,0
"2222",15404.97265625,0
"2223",15129.318359375,0
"2224",15570.1494140625,4
"2225",12289.6411132812,2
"2226",14850.20703125,0
"2227",14858.9677734375,0
"2228",13986.9091796875,0
"2229",13464.806640625,0
"2230",14477.552734375,3
"2231",14577.93359375,4
"2232",12474.3681640625,2
"2233",13526.8681640625,0
"2234",15327.1796875,2
"2235",15861.9536132812,4
"2236",15737.4360351562,4
"2237",11602.869140625,0
"2238",11963.1826171875,4
"2239",13508.76171875,0
"2240",15535.9086914062,2
"2241",14278.4892578125,0
"2242",15067.4287109375,0
"2243",15044.1704101562,4
"2244",15405.1767578125,2
"2245",13082.947265625,0
"2246",15547.3173828125,4
"2247",14482.2861328125,2
"2248",14693.8369140625,2
"2249",14149.9404296875,2
"2250",14125.1767578125,0
"2251",15761.3330078125,4
"2252",15914.3198242188,4
"2253",15604.6220703125,0
"2254",15241.845703125,0
"2255",14343.314453125,0
"2256",15612.3427734375,2
"2257",14282.9848632812,2
"2258",14120.5322265625,0
"2259",13534.1196289062,3
"2260",15218.3828125,0
"2261",15968.388671875,1
"2262",15269.6474609375,0
"2263",14779.5859375,0
"2264",13670.1889648438,2
"2265",13497.123046875,0
"2266",14510.2524414062,4
"2267",15780.8818359375,0
"2268",15240.662109375,0
"2269",14018.232421875,0
"2270",14687.3193359375,0
"2271",15390.697265625,3
"2272",13244.900390625,0
"2273",15794.6044921875,4
"2274",15098.8798828125,0
"2275",14211.7646484375,0
"2276",14175.111328125,4
"2277",14998.1362304688,0
"2278",15954.3784179688,4
"2279",14679.357421875,4
"2280",12228.97265625,1
"2281",15828.6040039062,3
"2282",13430.876953125,0
"2283",15372.755859375,0
"2284",15471.3046875,4
"2285",10933.4536132812,1
"2286",14618.8388671875,3
"2287",15070.2211914062,3
"2288",15144.8935546875,0
"2289",14952.3564453125,0
"2290",15441.1708984375,1
"2291",15449.82421875,0
"2292",15466.6669921875,3
"2293",13298.5263671875,0
"2294",14539.4150390625,0
"2295",13592.7744140625,0
"2296",14578.7778320312,0
"2297",14847.5141601562,4
"2298",13461.9609375,1
"2299",14949.6474609375,1
"2300",14267.453125,1
"2301",15765.3330078125,0
"2302",13917.767578125,1
"2303",13843.3203125,1
"2304",14626.994140625,0
"2305",11726.3671875,0
"2306",14472.083984375,2
"2307",14592,0
"2308",15332.1245117188,4
"2309",11130.1372070312,0
"2310",15014.400390625,0
"2311",11698.6044921875,0
"2312",14497.0791015625,0
"2313",12222.5986328125,2
"2314",13947.482421875,3
"2315",12451.4155273438,0
"2316",14884.392578125,0
"2317",15732.869140625,0
"2318",14720,1
"2319",14495.4926757812,0
"2320",15290.2612304688,0
"2321",12136.5581054688,1
"2322",14252,3
"2323",13466.7475585938,1
"2324",12194.4619140625,0
"2325",13010.9125976562,4
"2326",12895.740234375,0
"2327",10211.388671875,0
"2328",9966.5703125,0
"2329",15171.5556640625,0
"2330",9941.1962890625,0
"2331",13225.599609375,0
"2332",15310.5966796875,0
"2333",10938.6665039062,0
"2334",13644.4677734375,4
"2335",14878.1171875,3
"2336",14644.4907226562,3
"2337",15071.4868164062,0
"2338",14718.6240234375,0
"2339",15979.1630859375,1
"2340",14752.515625,0
"2341",14649.1108398438,0
"2342",13824,1
"2343",13382.4931640625,0
"2344",14475.890625,0
"2345",9175.365234375,1
"2346",15939.4536132812,4
"2347",10746.9306640625,0
"2348",10247.2265625,1
"2349",13085.5380859375,0
"2350",11710.3857421875,0
"2351",10776.2182617188,4
"2352",15780.5712890625,0
"2353",15112.0161132812,4
"2354",15786.6669921875,3
"2355",13152,1
"2356",12794.828125,1
"2357",12503.0209960938,0
"2358",13568.7998046875,0
"2359",15396.6103515625,0
"2360",15673.8510742188,0
"2361",15623.95703125,4
"2362",15488.0908203125,0
"2363",15887.05859375,3
"2364",11135.9033203125,0
"2365",15306.8681640625,0
"2366",11648.3071289062,4
"2367",12768.2504882812,0
"2368",8586.541015625,1
"2369",10187.3974609375,0
"2370",10646.9365234375,1
"2371",10171.3173828125,0
"2372",12269.7138671875,9
"2373",13340.939453125,0
"2374",13608.0966796875,0
"2375",11890.330078125,1
"2376",12527.111328125,1
"2377",12686.62890625,1
"2378",15474.4711914062,3
"2379",11335.5703125,2
"2380",14013.2177734375,3
"2381",13193.5517578125,0
"2382",13492.7060546875,4
"2383",14319.3935546875,2
"2384",14307.34375,0
"2385",13898.8090820312,2
"2386",15440.94140625,3
"2387",15195.4125976562,0
"2388",12697.599609375,0
"2389",11130.181640625,0
"2390",11709.7138671875,0
"2391",14409.142578125,2
"2392",12100.6665039062,1
"2393",14947.0361328125,0
"2394",12126.130859375,4
"2395",13228.408203125,2
"2396",14667.15625,0
"2397",11648,0
"2398",13024,2
"2399",13344.734375,3
"2400",15812.9228515625,1
"2401",15761.1123046875,4
"2402",12350.984375,0
"2403",12454.9482421875,0
"2404",14828.3076171875,0
"2405",14540.224609375,4
"2406",15362.169921875,0
"2407",14822.4912109375,4
"2408",12606.3491210938,0
"2409",13804.4448242188,3
"2410",13592.275390625,0
"2411",14663.5791015625,0
"2412",13064.6909179688,0
"2413",13719.2724609375,0
"2414",13124.2666015625,0
"2415",15157.1577148438,4
"2416",15832.888671875,4
"2417",15589.052734375,4
"2418",15065.8696289062,3
"2419",13145.599609375,2
"2420",11240.0981445312,0
"2421",13775.4252929688,3
"2422",15018.6669921875,0
"2423",12438.349609375,0
"2424",13223.384765625,0
"2425",10610.7587890625,0
"2426",13004.4223632812,0
"2427",15570.11328125,0
"2428",15498.1455078125,0
"2429",12336.1474609375,4
"2430",15672.888671875,0
"2431",11677.7387695312,0
